"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03622V04362","Country","C02293V02763","Direction","UNIT","VALUE"
"ASA03","Air and Sea Travel","2024","2024","LT","Lithuania","1","Arrivals","Thousand","94.7"
"ASA03","Air and Sea Travel","2024","2024","LT","Lithuania","2","Departures","Thousand","96.5"
"ASA03","Air and Sea Travel","2024","2024","LU","Luxembourg","1","Arrivals","Thousand","54.4"
"ASA03","Air and Sea Travel","2024","2024","LU","Luxembourg","2","Departures","Thousand","54"
"ASA03","Air and Sea Travel","2024","2024","LV","Latvia","1","Arrivals","Thousand","60.2"
"ASA03","Air and Sea Travel","2024","2024","LV","Latvia","2","Departures","Thousand","60.3"
"ASA03","Air and Sea Travel","2024","2024","MT","Malta","1","Arrivals","Thousand","55.1"
"ASA03","Air and Sea Travel","2024","2024","MT","Malta","2","Departures","Thousand","55.5"
"ASA03","Air and Sea Travel","2024","2024","NL","Netherlands","1","Arrivals","Thousand","797.2"
"ASA03","Air and Sea Travel","2024","2024","NL","Netherlands","2","Departures","Thousand","791.4"
"ASA03","Air and Sea Travel","2024","2024","NO","Norway","1","Arrivals","Thousand","70.5"
"ASA03","Air and Sea Travel","2024","2024","NO","Norway","2","Departures","Thousand","72"
"ASA03","Air and Sea Travel","2024","2024","PL","Poland","1","Arrivals","Thousand","519.2"
"ASA03","Air and Sea Travel","2024","2024","PL","Poland","2","Departures","Thousand","518.8"
"ASA03","Air and Sea Travel","2024","2024","PT","Portugal","1","Arrivals","Thousand","824.1"
"ASA03","Air and Sea Travel","2024","2024","PT","Portugal","2","Departures","Thousand","817.9"
"ASA03","Air and Sea Travel","2024","2024","QA","Qatar","1","Arrivals","Thousand","187.5"
"ASA03","Air and Sea Travel","2024","2024","QA","Qatar","2","Departures","Thousand","178.4"
"ASA03","Air and Sea Travel","2024","2024","RO","Romania","1","Arrivals","Thousand","183.1"
"ASA03","Air and Sea Travel","2024","2024","RO","Romania","2","Departures","Thousand","175.1"
"ASA03","Air and Sea Travel","2024","2024","SE","Sweden","1","Arrivals","Thousand","86.3"
"ASA03","Air and Sea Travel","2024","2024","SE","Sweden","2","Departures","Thousand","84.7"
"ASA03","Air and Sea Travel","2024","2024","SI","Slovenia","1","Arrivals","Thousand","0.2"
"ASA03","Air and Sea Travel","2024","2024","SI","Slovenia","2","Departures","Thousand","0.2"
"ASA03","Air and Sea Travel","2024","2024","SK","Slovakia","1","Arrivals","Thousand","46.8"
"ASA03","Air and Sea Travel","2024","2024","SK","Slovakia","2","Departures","Thousand","45.6"
"ASA03","Air and Sea Travel","2024","2024","TR","Turkey","1","Arrivals","Thousand","237.3"
"ASA03","Air and Sea Travel","2024","2024","TR","Turkey","2","Departures","Thousand","240"
"ASA03","Air and Sea Travel","2024","2024","US","United States","1","Arrivals","Thousand","1913.4"
"ASA03","Air and Sea Travel","2024","2024","US","United States","2","Departures","Thousand","1995.7"
"ASA03","Air and Sea Travel","2024","2024","XB","Great Britain","1","Arrivals","Thousand","7261"
"ASA03","Air and Sea Travel","2024","2024","XB","Great Britain","2","Departures","Thousand","7233.3"
"ASA03","Air and Sea Travel","2024","2024","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","69.8"
"ASA03","Air and Sea Travel","2024","2024","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","68.3"
"ASA03","Air and Sea Travel","2024","2024","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","1.7"
"ASA03","Air and Sea Travel","2024","2024","ZZZ11","Other Countries(43)","2","Departures","Thousand","1.7"
"ASA03","Air and Sea Travel","2024","2024","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","97"
"ASA03","Air and Sea Travel","2024","2024","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","99.3"
